wo_id,remark
EBA-25010101384,1. GANTI KACA DEPAN				- BP/G
EBA-25010101384,6. LIST SILVER PINTU BELAKANG KIRI 		- K/D/C/P
EBA-25010101384,3. PINTU DEPAN KIRI				- K/D/C/P
EBA-25010101384,8. COVER SILVER BUMPER BELAKANG 		- K/D/C/P
EBA-25010101384,5. PINTU BELAKANG KIRI 				- K/D/C/P
EBA-25010101384,2. GANTI VELG BELAKANG KIRI			- BP/G
EBA-25010101385,"10	GANTI GARNISH,RR DOOR,RH - BP/G"
EBA-25010101385,6	PANEL QUARTER RR RH - K/D/C/P
EBA-25010101385,3	FENDER FR RH - K/D/C/P
EBA-25010101385,"12	GANTI GARNISH,SIDE SILL,RH - BP/G"
EBA-25010101385,"8	GANTI MOULDING,FR WHEEL ARCH,RH - BP/G"
EBA-25010101385,1	BUMPER DEPAN - G/D/C/P
EBA-25010101385,5	DOOR RR RH - K/D/C/P
EBA-25010101385,2	COVER SILVER BUMPER DEPAN - K/D/C/P
EBA-25010101385,"11	GANTI GARNISH,FR DOOR,RH - BP/G"
EBA-25010101385,7	COVER SPION KANAN - K/D/C/P
EBA-25010101385,4	DOOR FR RH - K/D/C/P
EBA-25010101385,"13	GANTI HEADLAMP ASSY,RH - BP/G"
EBA-25010101385,"9	GANTI MOULDING,RR WHEEL ARCH,RH - BP/G"
EBA-25010101386,"13	GANTI LAMP ASSY,COMBINATION,FR LH	 - BP/G"
EBA-25010101386,"9	GANTI MOULDING,RR WHEEL ARCH,LH - BP/G"
EBA-25010101386,"10	GANTI GARNISH,RR DOOR,LH - BP/G"
EBA-25010101386,6	KAP MESIN - K/D/C/P
EBA-25010101386,3	DOOR RR LH - K/D/C/P
EBA-25010101386,"12	GANTI GARNISH,SIDE SILL,LH - BP/G"
EBA-25010101386,"8	GANTI MOULDING,FR WHEEL ARCH,LH - BP/G"
EBA-25010101386,1	FENDER FR LH - K/D/C/P
EBA-25010101386,5	COVER SPION KIRI - K/D/C/P
EBA-25010101386,2	DOOR FR LH - K/D/C/P
EBA-25010101386,"11	GANTI GARNISH,FR DOOR,LH - BP/G"
EBA-25010101386,7	TUTUP TANGKI - K/D/C/P
EBA-25010101386,4	PANEL QUARTER RR LH - K/D/C/P
EBA-25010101387,5	GANTI GARNISH DOFF PINTU BAGASI - BP/G
EBA-25010101387,2	COVER SILVER BUMPER BELAKANG - K/D/C/P
EBA-25010101387,4	GARNISH PINTU BAGASI - K/D/C/P
EBA-25010101387,1	BUMPER BELAKANG - G/D/C/P
EBA-25010101387,3	PINTU BAGASI - K/D/C/P
EBA-25010101388,3. PINTU DEPAN KIRI 				- K/D/C/P
EBA-25010101388,5. COVER BUMPER BELAKANG 			- K/D/C/P
EBA-25010101388,2. FENDER DEPAN KIRI 				- K/D/C/P
EBA-25010101388,4. BUMPER BELAKANG 				- K/D/C/P
EBA-25010101388,1. BUMPER DEPAN 					- K/D/C/P
EBA-25010101389,3	BONGKAR PASANG PLAFON - B/P
EBA-25010101389,2	BONGKAR PASANG INTERIOR DALAM - B/P
EBA-25010101389,1	ATAP - K/D/C/P
EBA-25010101390,6	PANEL QUARTER RR LH - K/D/C/P
EBA-25010101390,11	PANEL QUARTER RR RH - K/D/C/P
EBA-25010101390,3	FENDER FR LH - K/D/C/P
EBA-25010101390,8	FENDER FR RH - K/D/C/P
EBA-25010101390,13	GARNISH TANGGA KIRI - K/D/C/P
EBA-25010101390,5	DOOR RR LH - K/D/C/P
EBA-25010101390,10	DOOR RR RH - K/D/C/P
EBA-25010101390,2	BUMPER FR - K/D/C/P
EBA-25010101390,7	BUMPER BELAKANG	 - K/D/C/P
EBA-25010101390,12	GARNISH TANGGA KANAN - K/D/C/P
EBA-25010101390,1	KAP MSIN	 - K/D/C/P
EBA-25010101390,4	DOOR FR LH - K/D/C/P
EBA-25010101390,9	DOOR FR RH - K/D/C/P
EBA-25010101390,14	GANTI LOGO KAP MESIN - BP/G
EBA-25010101391,2	COVER SILVER BUMPER DEPAN - K/D/C/P
EBA-25010101391,1	BUMPER DEPAN - G/D/C/P
EBA-25010101391,3	COVER FOGLAMP KIRI - K/D/C/P
EBA-25010101392,10	DOOR RR LH - K/D/C/P
EBA-25010101392,7	BUMPER DEPAN - K/D/C/P
EBA-25010101392,4	PANEL QUARTER RR RH - K/D/C/P
EBA-25010101392,12	GARNISH TANGGA KIRI - K/D/C/P
EBA-25010101392,9	DOOR FR LH - K/D/C/P
EBA-25010101392,1	FENDER FR RH - K/D/C/P
EBA-25010101392,6	BUMPER BELAKANG	 - K/D/C/P
EBA-25010101392,3	DOOR RR RH - K/D/C/P
EBA-25010101392,11	PANEL QUARTER RR LH - K/D/C/P
EBA-25010101392,8	FENDER FR LH - K/D/C/P
EBA-25010101392,5	GARNISH TANGGA KANAN - K/D/C/P
EBA-25010101392,2	DOOR FR RH - K/D/C/P
EBA-25010101393,1. BUMPER FR - G/D/C/P
EBA-25010101394,2. PINTU BAGASI - K/D/C/P
EBA-25010101394,1. GARNISH PINTU BAGASI - K/D/C/P
EBA-25010101394,3. BUMPER RR - K/D/C/P
EBA-25010101395,2	Kap Bagasi - K/D/C/P
EBA-25010101395,4. 	Cover silver bumper belakang - K/D/C/P
EBA-25010101395,1	Bumper Belakang - K/D/C/P
EBA-25010101395,3	Ganti Spoiler Bawah Pintu Bagasi doff - BP/G
EBA-25010101397,1. BUMPER DEPAN - G/D/C/P
EBA-25010101398,5	PILLAR UPR RH - K/D/C/P
EBA-25010101398,2	FENDER FR LH - K/D/C/P
EBA-25010101398,7	ATAP - K/D/C/P
EBA-25010101398,4	FENDER FR RH - K/D/C/P
EBA-25010101398,1	KAP MESIN - K/D/C/P
EBA-25010101398,9	RACK ROOF KIRI - K/D/C/P
EBA-25010101398,6	PILLAR UPR LH - K/D/C/P
EBA-25010101398,3	GANTI KACA DEPAN	 - BP/G
EBA-25010101398,8	RACK ROFF KANAN - K/D/C/P
EBA-25010101399,1. PANEL QUARTER RR LH - K/D/C/P
EBA-25010101399,2. BUMPER RR - K/D/C/P
EBA-25010101400,2. BUMPER DEPAN - G/D/C/'P
EBA-25010101400,1. KAP MESIN - K/D/C/P
EBA-25010101400,3. GANTI GRILE FR BUMPER - BP/G
EBA-25010101401,1. PINTU BAGASI - K/D/C/P
EBA-25010101402,3	PANEL QUARTER RR RH - K/D/C/P
EBA-25010101402,"5	GANTI CHECK,RR DOOR - BP/G"
EBA-25010101402,2	BUMPER BELAKANG	 - G/D/C/P
EBA-25010101402,4	PINTU DEPAN KANAN - K/D/C/P
EBA-25010101402,1	PINTU BELAKANG KANAN - G/D/C/P
EBA-25010101403,1. KAP MESIN - K/D/C/P
EBA-25010101403,2. GRILLE RADIATOR - K/D/C/P
EBA-25010101404,"1	GANTI MIRROR ASSY,DOOR,RH - BP/G"
EBA-25010101404,2	GANTI LAMPU STOP BELAKANG KANAN - BP/G
EBA-25010101405,1. PINTU BELAKANG KANAN - K/D/C/P
EBA-25010101406,2. GANTI COVER FOG LAMP KIRI - BP/G
EBA-25010101406,1. BUMPER FR - G/D/C/P
EBA-25010101407,6	BUMPER DEPAN - G/D/C/P
EBA-25010101407,3	BUMPER BELAKANG	 - K/D/C/P
EBA-25010101407,8	KAP MESIN - K/D/C/P
EBA-25010101407,5	PANEL QUARTER RR RH - K/D/C/P
EBA-25010101407,2	GARNISH PINTU BAGASI - K/D/C/P
EBA-25010101407,7	COVER SILVER BUMPER DEPAN - K/D/C/P
EBA-25010101407,4	COVER SILVER BUMPER BELAKANG - K/D/C/P
EBA-25010101407,1	PINTU BAGASI - K/D/C/P
EBA-25010101407,"9	GANTI LAMP ASSY,COMB,RR RH - BP/G"
EBA-25010101408,5	GARNISH SIDE SILL LH - K/D/C/P
EBA-25010101408,2	DOOR FR LH - K/D/C/P
EBA-25010101408,7	DOOR FR RH - K/D/C/P
EBA-25010101408,4	PANEL QUARTER RR LH - K/D/C/P
EBA-25010101408,1	FENDER FR LH - K/D/C/P
EBA-25010101408,9	GARNISH SIDE SILL RH - K/D/C/P
EBA-25010101408,6	FENDER FR RH - K/D/C/P
EBA-25010101408,3	DOOR RR LH - K/D/C/P
EBA-25010101408,8	DOOR RR RH - K/D/C/P
EBA-25010101409,4	RACKROFF KANAN - K/D/C/P
EBA-25010101409,1	ATAP - K/D/C/P
EBA-25010101409,6	SPOILER PINTU BAGASI - K/D/C/P
EBA-25010101409,3	PILLAR UPR LH - K/D/C/P
EBA-25010101409,5	RACKROFF KIRI - K/D/C/P
EBA-25010101409,2	PILLAR UPR RH - K/D/C/P
EBA-25010101409,7	PANEL ATAS BAGASI - K/D/C/P
EBA-25010101410,"11	GANTI WEATHERSTRIP,HOOD,FR - BP/G"
EBA-25010101410,"19	GANTI PNL,HEADLAMP SUPPORT,UPR RH - G/D/C/P"
EBA-25010101410,"27	GANTI LINK,FR SUSP STABILIZER  - BP/G"
EBA-25010101410,34	GARNISH TANGGA KANAN - K/D/C/P
EBA-25010101410,41	GANTI LAMPU BAGIAN DEPAN- BP/G
EBA-25010101410,49	GANTI MODULATOR REM DAN SELANG REM - BP/G
EBA-25010101410,"56	GANTI FRAME,UPR,OTR RH -G/D/C/P"
EBA-25010101410,63	GANTI INSULATOR COWL TOP	 -G/D/C/P
EBA-25010101410,"16	GANTI GARNISH,FR PILLAR,RH	 - BP/G"
EBA-25010101410,"24	GANTI ARM COMPL, LOWER RH  - BP/G"
EBA-25010101410,"31	GANTI TABUNG WIPER, SELANG WIPER DAN MOTOR WIPER  - BP/G"
EBA-25010101410,39	GANTI CONDENSOR - BP/G
EBA-25010101410,46	TIANG PINTU DEPAN KANAN - G/D/C/P
EBA-25010101410,53	B/P PASANG BOSTER REM - BP/G
EBA-25010101410,60	B/P BRACKET TENGAH DASHBOARD - B/P
EBA-25010101410,"8	GANTI COVER,FR BUMPER - BP/G"
EBA-25010101410,13	GANTI BRACKET HEADLAMP KANAN - BP/G
EBA-25010101410,"20	GANTI PANEL,HEADLAMP SUPPORT,UPR	 - G/D/C/P"
EBA-25010101410,"29	GANTI KNUCKLE,RH	 - BP/G"
EBA-25010101410,36	WHEEL ALIGMENT
EBA-25010101410,43	GANTI PANEL AIR GUIDE 2 PC- BP/G
EBA-25010101410,"50	GANTI COVER ASSY,ENG,UPR - BP/G"
EBA-25010101410,58	GANTI SEBENG BAWAH MESIN - BP/G
EBA-25010101410,65	GANTI PANEL HEADLAMP SUPPORT LWR - G/D/C/P
EBA-25010101410,"10	GANTI INSULATOR,HOOD - BP/G"
EBA-25010101410,18	GANTI VELG DEPAN KANAN + BAN KANAN - BP/G
EBA-25010101410,"26	GANTI BAR,FR SUSP STABILIZER  - BP/G"
EBA-25010101410,33	PILLAR UPR RH - K/D/C/P
EBA-25010101410,40	GANTI GARNISH CHROME BUMPER DEPAN - BP/G
EBA-25010101410,48	GANTI DASHOBOARD - BP/G
EBA-25010101410,55	B/P BLOWER AC DEPAN -
EBA-25010101410,62	GANTI PANEL COWL TOP G/D/C/P
EBA-25010101410,15	GANTI ALAS LUMPUR DEPAN KANAN - BP/G
EBA-25010101410,"23	GANTI CROSSMEMBER,FR AXLE,NO.1  - BP/G"
EBA-25010101410,"30	GANTI SNAP RING,FR WHEEL HUB, GANTI BEARING,FR WHEEL HUB DAN GANTI HUB ASSY,FR WHEEL  - BP/G"
EBA-25010101410,38	GANTI RADIATOR DAN SARANG RUMAH RADIATOR - BP/G
EBA-25010101410,45	GANTI TIE ROD KANAN - BP/G
EBA-25010101410,52	GANTI COVER FR DECK LH DAN RH - BP/G
EBA-25010101410,6	GANTI KACA DEPAN	 - BP/G
EBA-25010101410,7	FENDER FR LH - G/D/C/P
EBA-25010101410,12	GANTI ENGSEL KAP MESIN KANAN DAN KIRI - G/D/C/P
EBA-25010101410,2	COVER SILVER BUMPER - K/D/C/P
EBA-25010101410,"28	GANTI STRUT,FR SUSP,RH  - BP/G"
EBA-25010101410,35	REGISTERASI KOMPUTER
EBA-25010101410,"42	GANTI TANK ASSY,RADIATOR CONDENSER - BP/G"
EBA-25010101410,5	PINTU DEPAN KANAN - G/D/C/P
EBA-25010101410,"57	GANTI SIDEMEMBER ASSY,FR RH - G/D/C/P"
EBA-25010101410,64	GANTI GUIDE ENG OIL LEVEL GAUGE - BP/G
EBA-25010101410,1	BUMPER DEPAN - G/D/C/P
EBA-25010101410,"17	GANTI COVER,DOOR MIRROR,OTR RH - BP/G"
EBA-25010101410,"25	GANTI GEAR & LINK ASSY,P/S  - BP/G"
EBA-25010101410,32	TANGGA KANAN - K/D/C/P
EBA-25010101410,4	FENDER FR RH - G/D/C/P
EBA-25010101410,47	GANTI KUNCI KAP MESIN DAN KABEL KAP MESIN - BP/G
EBA-25010101410,54	B/P PEDAL GAS - B/P
EBA-25010101410,"61	GANTI COLUMN ASSY,STEERING - BP/G"
EBA-25010101410,"9	GANTI BRACKET,FR BUMPER,CTR - BP/G"
EBA-25010101410,14	GANTI GRILLE RADIATOR DAN COVER GRILLE RADIATOR - BP/G
EBA-25010101410,21	GANTI PANEL KACA MATA / SUPPORT  - BP/G
EBA-25010101410,3	KAP MESIN - G/D/C/P
EBA-25010101410,37	BONGKAR INTERIOR DALAM - B/P
EBA-25010101410,44	GANTI SELANG AC CONDENSOR - BP/G
EBA-25010101410,51	NAIK TURUN MESIN - B/P
EBA-25010101410,59	GANTI KLAKSON 2 PC - BP/G
EBA-25010101410,66	GANTI CYLINDER ASSY BRAKE MASTER - BP/G
EBA-25010101413,5	Pintu Depan Kiri - K/D/C/P
EBA-25010101413,2	Bumper Depan - K/D/C/P
EBA-25010101413,7	Spakboard Belakang/Quarter Panel Kiri - K/D/C/P
EBA-25010101413,4	Fender/Spakboard Depan Kiri - K/D/C/P
EBA-25010101413,1	Bumper Belakang - G/D/C/P
EBA-25010101413,9. 	Ganti garnish tangga kiri -BP/g
EBA-25010101413,6	Pintu Tengah/Belakang Kiri - K/D/C/P
EBA-25010101413,3	Cover Spion Kiri - K/D/C/P
EBA-25010101413,8	Triplang/Talang Air Kiri - K/D/C/P
EBA-25010101414,*BODI KANAN BANTU MOVIT
EBA-25010101414,2. BUMPER RR - K/D/C/P   *BAGIAN DOP DISISIP CAT
EBA-25010101414,1. DINDING BAK LH - K/D/C/P
EBA-25010101415,1. BUMPER DEPAN 				- K/D/C/P
EBA-25010101415,3. PINTU BELAKANG KIRI 			- K/D/C/P
EBA-25010101415,2. COVER BUMPER DEPAN 			- K/D/C/P
EBA-25010101415,4. PANEL QUARTER BELAKANG KIRI 		- K/D/C/P
EBA-25010101416,2. GANTI NIKEL BUMPER FR LH - ATAS		- BP/G
EBA-25010101416,"4. GANTI GARNISH,FR LICENSE PLATE		- BPG"
EBA-25010101416,1. BUMPER FR				- G/D/C/P
EBA-25010101416,3. GANTI NIKEL BUMPER FR LH - BAWAH	- BP/G
EBA-25010101417,2. COVER BUMPER FR - K/D/C/P
EBA-25010101417,1. BUMPER FR - G/D/C/P
EBA-25010101417,3. COVER SPION RH - BP/D/C/P
EBA-25010101418,1. GANTI KACA PINTU BELAKANG KIRI	- BP/G
EBA-25010101418,3. COVER BUMPER FR			- K/D/C/P
EBA-25010101418,2. BUMPER FR				- K/D/C/P
EBA-25010101419,4. DOOR FR LH					- K/D/C/P
EBA-25010101419,11. SIDE SILL RH					- K/D/C/P
EBA-25010101419,9. CAT TUTUP TANGKI				- K/D/C/P
EBA-25010101419,6. CAT COVER SPION KIRI				- K/D/C/P
EBA-25010101419,3. FENDER FR LH					- K/D/C/P
EBA-25010101419,10. BUMPER RR					- K/D/C/P
EBA-25010101419,8. PANEL QUARTER RR LH				- K/D/C/P
EBA-25010101419,5. DOOR RR LH					- K/D/C/P
EBA-25010101419,2. BUMPER FR					- K/D/C/P
EBA-25010101419,"1. GANTI SHIELD,FR WHEELHOUSE SPLASH,LH		- BP/G"
EBA-25010101419,7. SIDE SILL LH					- K/D/C/P
EBA-25010101420,"3	DOOR FR LH	Ketok	1,355,000	1,355,000"
EBA-25010101420,"5	PANEL QUARTER RR LH	Ketok	1,537,000	1,537,000"
EBA-25010101420,"2	FENDER FR LH	Ketok	1,355,000	1,355,000"
EBA-25010101420,"7	TUTUP TANGKI	Ketok	242,000	-"
EBA-25010101420,"4	DOOR RR LH	Ketok	1,355,000	1,355,000"
EBA-25010101420,"1	BUMPER DEPAN	Ketok	1,198,000	1,198,000"
EBA-25010101420,"6	GARNISH TANGGA KIRI	Ketok	750,000	750,000"
EBA-25010101421,4	COVER SILVER BUMPER BELAKANG - K/D/C/P
EBA-25010101421,1	PINTU BAGASI - K/D/C/P
EBA-25010101421,3	BUMPER BELAKANG	- G/D/C/P
EBA-25010101421,2	GARNISH PINTU BAGASI - K/D/C/P
EBA-25010101422,2	Pintu Tengah/Belakang Kiri - K/D/C/P
EBA-25010101422,4	Spoiler Pintu Depan Kiri - K/D/C/P
EBA-25010101422,1	Pintu Depan Kiri - K/D/C/P
EBA-25010101422,3	Spakboard Belakang/Quarter Panel Kiri - K/D/C/P
EBA-25010101423,12	TANGGA KANAN - K/D/C/P
EBA-25010101423,8	DOOR FR RH - K/D/C/P
EBA-25010101423,1	FENDER FR LH - K/D/C/P
EBA-25010101423,4	PANEL QUARTER RR LH - K/D/C/P
EBA-25010101423,"14	GANTI GARNISH,SIDE SILL,RH - BP/G"
EBA-25010101423,11	COVER SPION KANAN - K/D/C/P
EBA-25010101423,7	FENDER FR RH - K/D/C/P
EBA-25010101423,3	DOOR RR LH - K/D/C/P
EBA-25010101423,"13	GANTI GARNISH,SIDE SILL,LH - BP/G"
EBA-25010101423,9	DOOR RR RH - K/D/C/P
EBA-25010101423,10	PANEL QUARTER RR RH - K/D/C/P
EBA-25010101423,6	COVER SPION KIRI - K/D/C/P
EBA-25010101423,2	DOOR FR LH - K/D/C/P
EBA-25010101424,7	GRILLE RADIATOR - K/D/C/P
EBA-25010101424,4	GARNISH PINTU BAGASI - K/D/C/P
EBA-25010101424,1	BUMPER DEPAN - G/D/C/P
EBA-25010101424,6	KAP MESIN - K/D/C/P
EBA-25010101424,3	PINTU BAGASI - K/D/C/P
EBA-25010101424,"8	GANTI COVER,ENG ROOM UNDER,FR - BP/G"
EBA-25010101424,5	BUMPER BELAKANG - G/D/C/P
EBA-25010101424,2	SUPPORT HEADLAMP - K/D/C/P
EBA-25010101425,1. GANTI SPION KANAN - BP/G
EBA-25010101425,2. GANTI COVER SPION KANAN  - BP/G
EBA-25010101426,4. TIANG PINTU DEPAN KIRI - K/D/C/P
EBA-25010101426,12. GANTI VELG DEPAN KIRI - BP/G
EBA-25010101426,9. GANTI GARNISH DOFF PINTU DEPAN KIRI - BP/G
EBA-25010101426,1. FENDER FR LH - K/D/C/P
EBA-25010101426,6. GANTI MOULDING DOFF FENDER FR LH - BP/G
EBA-25010101426,3. COVER SPION KIRI - K/D/C/P
EBA-25010101426,11 GANTI KARET KACA PINTU DEPAN KIRI - BP/G
EBA-25010101426,8. GANTI LAMPU SPION KIRI DAN KAMERA SPION KIRI - BP/G
EBA-25010101426,5. TANGGA KIRI - K/D/C/P
EBA-25010101426,2. DOOR FR LH - K/D/C/P
EBA-25010101426,10. GANTI GARNISH PILLAR FR LH - K/D/C/P
EBA-25010101426,7. GANTI GARNISH DOFF TANGGA KIRI - BP/G
EBA-25010101427,2. BUMPER RR - K/D/C/P
EBA-25010101427,1. PANEL QUARTER RR RH - K/D/C/P
EBA-25010101428,11. PINTU BELAKANG KANAN - K/D/C/P
EBA-25010101428,7. BUMPER BELAKANG - K/D/C/P
EBA-25010101428,4. RABIN / POLESH PINTU DEPAN KIRI
EBA-25010101428,13. GARNISH TANGGA KANAN - K/D/C/P
EBA-25010101428,9. COVER SILVER BUMPER BELAKANG - K/D/C/P
EBA-25010101428,10. PANEL QUARTER RR RH - K/D/C/P
EBA-25010101428,6. PANEL QUARTER RR LH - K/D/C/P
EBA-25010101428,3. RABIN / POLESH FENDER FR LH
EBA-25010101428,12. PINTU DEPAN KANAN - K/D/C/P
EBA-25010101428,8. PINTU BAGASI - K/D/C/P
EBA-25010101428,5. PINTU BELAKANG KIRI - K/D/C/P
EBA-25010101428,1. BUMPER FR  - K/D/C/P
EBA-25010101428,2. COVER SILVER BUMPER DEPAN - K/D/C/P
EBA-25010101429,1. BUMPER FR (R) K/D/C/P
EBA-25010101430,6. COVER BUMPER FR		- D/C/P
EBA-25010101430,3. BUMPER RR			- K/D/C/P
EBA-25010101430,5. BUMPER FR			- G/D/C/P
EBA-25010101430,2. PINTU BAGASI			- K/D/C/P
EBA-25010101430,7. GANTI TAILGATE GARNISH 	- BP/G
EBA-25010101430,4. COVER BUMPER RR		- K/D/C/P
EBA-25010101430,1. GARNISH PINTU BAGASI		- K/D/C/P
EBA-25010101431,1. BUMPER DEPAN - K/D/C/P
EBA-25010101432,1	BUMPER DEPAN  - K/D/C/P
EBA-25010101432,3	GANTI GARNISH CHROME KANAN ATAS - BP/G
EBA-25010101432,2	GANTI LAMPU SENJA DEPAN KANAN - BP/G
EBA-25010101433,"1	GANTI MIRROR ASSY,DOOR,LH - BP/G"
EBA-25010101433,"2	GANTI COVER,DOOR MIRROR,OTR LH - BP/G"
EBA-25010101434,10	GANTI VELG DEPAN KANAN - BP/G
EBA-25010101434,18	WHEEL ALIHMENT
EBA-25010101434,"9	GANTI COVER,DOOR MIRROR,OTR RH - BP/G"
EBA-25010101434,"15	GANTI LINK,FR SUSP STABILIZER - BP/G"
EBA-25010101434,6	TANGGA KANAN - K/D/C/P
EBA-25010101434,"12	GANTI KNUCKLE,RH	- BP/G"
EBA-25010101434,3	DOOR FR RH - K/D/C/P
EBA-25010101434,1	BUMPER DEPAN - K/D/C/P
EBA-25010101434,17	REGISTERASI KOMPUTER
EBA-25010101434,"8	GANTI MIRROR ASSY,DOOR,RH - BP/G"
EBA-25010101434,"14	GANTI STRUT,FR SUSP,RH - BP/G"
EBA-25010101434,5	PANEL QUARTER RR RH - K/D/C/P
EBA-25010101434,11	GANTI LOWER ARM KANAN - BP/G
EBA-25010101434,2	FENDER FR RH - K/D/C/P
EBA-25010101434,"16	GANTI END ASSY,TIE ROD,RH - BP/G"
EBA-25010101434,7	GARNSIH TANGGA KANAN - K/D/C/P
EBA-25010101434,"13	GANTI BAR,FR SUSP STABILIZER - BP/G"
EBA-25010101434,4	DOOR RR RH - K/D/C/P
EBA-25010101435,16. SEIN SPION RH (BP/G)
EBA-25010101435,9. DOOR RR LH (R) K/D/C/P
EBA-25010101435,13. DOOR BACK TAILGATE (R) K/D/C/P
EBA-25010101435,6. FENDER FR LH (R) K/D/C/P
EBA-25010101435,10. DOOR RR RH (R) K/D/C/P
EBA-25010101435,3. BUMPER RR (R) K/D/C/P
EBA-25010101435,15. COVER RR BUMPER (R) K/D/C/P
EBA-25010101435,8. DOOR FR RH (R) K/D/C/P
EBA-25010101435,12. PANEL QTR RR RH (R) K/D/C/P
EBA-25010101435,5. FENDER FR RH (R) K/D/C/P
EBA-25010101435,1. BUMPER FR (R) K/D/C/P
EBA-25010101435,2. COVER FR BUMPER (R) K/D/C/P
EBA-25010101435,14. GARNISH BACK DOOR (R) K/D/C/P
EBA-25010101435,7. DOOR FR LH (R) K/D/C/P
EBA-25010101435,11. PANEL QTR RR LH (R) K/D/C/P
EBA-25010101435,4. ENGINE HOOD (R) K/D/C/P
EBA-25010101436,1.BUMPER BELAKANG (K/D/C/P)
EBA-25010101436,3.FENDER BELAKANG KIRI (K/D/C/P)
EBA-25010101436,14.UNDER GUARD BUMPER BELAKANG (K/D/C/P)
EBA-25010101436,8.PINTU BELAKANG KIRI (K/D/C/P)
EBA-25010101436,11.PINTU/KAP BAGASI (K/D/C/P)
EBA-25010101436,5.FENDER DEPAN KIRI (K/D/C/P)
EBA-25010101436,2.FENDER BELAKANG KANAN (K/D/C/P)
EBA-25010101436,13.BUMPER DEPAN (K/D/C/P)
EBA-25010101436,7.PINTU BELAKANG KANAN (K/D/C/P)
EBA-25010101436,10.PINTU DEPAN KIRI (K/D/C/P)
EBA-25010101436,4.FENDER DEPAN KANAN (K/D/C/P)
EBA-25010101436,15.SPOILER BAGASI (K/D/C/P)
EBA-25010101436,9.PINTU DEPAN KANAN (K/D/C/P)
EBA-25010101436,12.UNDER GUARD BUMPER DEPAN (K/D/C/P)
EBA-25010101436,6.KAP MESIN/MOTOR (K/D/C/P)
EBA-25010101437,"2	GANTI MOULDING,FR WHEEL ARCH,LH - BP/G"
EBA-25010101437,1	BUMPER DEPAN - K/D/C/P
EBA-25010101438,"7	GANTI COVER,DOOR MIRROR,OTR LH - BP/G"
EBA-25010101438,4	TANGGA KIRI - K/D/C/P
EBA-25010101438,10	PANEL QUARTER RR LH - K/D/C/P
EBA-25010101438,9	FENDER FR LH - K/D/C/P
EBA-25010101438,"6	GANTI MIRROR ASSY,DOOR,LH - BP/G"
EBA-25010101438,3	PINTU BELAKANG KIRI - K/D/C/P
EBA-25010101438,1	BUMPER DEPAN - K/D/C/P
EBA-25010101438,"8	GANTI MLDG,FR DOOR WINDOW BELT LINE,LH - BP/G"
EBA-25010101438,5	GARNISH TANGGA KIRI - K/D/C/P
EBA-25010101438,2	PINTU DEPAN KIRI - K/D/C/P
EBA-25010101439,2	Bumper Depan - K/D/C/P
EBA-25010101439,1	Bumper Belakang - K/D/C/P
EBA-25010101439,3	Spoiler Bumper Belakang - K/D/C/P
EBA-25010101440,2	BUMPER BELAKANG - G/D/C/P
EBA-25010101440,4	PANEL QUARTER RR RH - K/D/C/P
EBA-25010101440,1	PINTU BAGASI - K/D/C/P
EBA-25010101440,3	COVER SILVER BUMPER BELAKANG - K/D/C/P
EBA-25010101441,14.SENSOR FR (CEK)
EBA-25010101441,9.GRILL RADIATOR (BP/G)
EBA-25010101441,11.GARNISH CHROME 3PC (BP/G)
EBA-25010101441,6.B/P CONDENSOR (BP)
EBA-25010101441,3.COVER FR BUMPER (R) K/D/C/P
EBA-25010101441,13.PIPA INTERCOOLER 2PC (CEK)
EBA-25010101441,8.REINF0RCEMENT FR BUMPER (BP/G)
EBA-25010101441,10.GRILL FR UNDER (BP/G)
EBA-25010101441,5.B/P RADIATOR (BP)
EBA-25010101441,2.ENGINE HOOD (R) K/D/C/P
EBA-25010101441,12.INTERCOOLER (BP/G)
EBA-25010101441,7.CROSSMEMBER CHASSIS FR (R+X) G/D/C/P
EBA-25010101441,1.BUMPER FR (R+X) G/D/C/P
EBA-25010101441,4.SUPPORT HEADLAMP (R) K/D/C/P
EBA-25010101442,1. KAP MESIN - K/D/C/P
EBA-25010101443,7. bumper rr				- K/D/C/P
EBA-25010101443,4. tutup bumper fr lh				- BP/G
EBA-25010101443,10. PINTU BELAKANG KIRI			- K/D/C/P
EBA-25010101443,9. PINTU DEPAN KIRI			- K/D/C/P
EBA-25010101443,6. spoiler tangga lh				- BP/G
EBA-25010101443,3. nikel bumper fr lh bawah			- BP/G
EBA-25010101443,1. lampu depan fr lh bawah			- BP/G
EBA-25010101443,8. q panel rh				- K/D/C/P
EBA-25010101443,5. spoiler bumper fr				- K/D/C/P
EBA-25010101443,2. nikel bumper fr lh atas			- BP/G
EBA-25010101444,2. BUMPER RR - K/D/C/P
EBA-25010101444,1. BUMPER FR - K/D/C/P
EBA-25010101445,3. PANEL KACA MATA		- G/D/C/P
EBA-25010101445,5. BONGKAR PASANG RADIATOR 	- BP
EBA-25010101445,2. GANTI SEBENG BAWAH MESIN	 - BP/G
EBA-25010101445,4. BONGKAR PASANG CONDENSOR AC - BP
EBA-25010101445,1. BUMPER DEPAN			- G/D/C/P
EBA-25010101446,1	DOOR RR LH - K/D/C/P
EBA-25010101446,"6	GANTI GARNISH,RR DOOR ARCH,LH - BP/G"
