wo_id,lab_id,lab_name
DBN-2500001,PB4203B,ASC
DBN-2500001,PBZ30,OTHERS 3
DBN-2500002,PB4203B,ASC
DBN-2500002,PBZ03,OTHERS 0.3
DBN-2500002,PBZ70,OTHERS 7
DBN-2500003,PB4203B,ASC
DBN-2500003,PBZ27,OTHERS 2.7
DBN-2500004,PB4203A,CUCI BODY (FREE)
DBN-2500004,PBZA,OTHERS 10
DBN-2500005,PB4203B,ASC
DBN-2500005,PBZB,OTHERS 15
DBN-2500006,PB4203B,ASC
DBN-2500007,PB4203B,ASC
DBN-2500007,PBZ40,OTHERS 4
DBN-25010100008,PB4203B,ASC
DBN-25010100008,PBZ50,OTHERS 5
DBN-25010100009,PB4203B,ASC
DBN-25010100009,PBZ40,OTHERS 4
DBR-2500001,FR00200,OTHERS (WSC) 20 JAM
DBR-2500001,PB4203B,ASC
DBR-2500002,FR000004,OTHERS (WSC) 0.04 JAM
DBR-2500002,FR00006,OTHERS (WSC) 0.6 JAM
DBR-2500002,FR00080,OTHERS (WSC) 8 JAM
DBR-2500002,PB4203B,ASC
DBR-2500003,BR023F,GLASS WINDSHIELD W/O SEALER (R+/X)
DBR-2500003,PB4203B,ASC
DBR-2500004,BR023F,GLASS WINDSHIELD W/O SEALER (R+/X)
DBR-2500004,PB4203B,ASC
DBR-2500005,FR00010,OTHERS (WSC) 1 JAM
DBR-2500005,PB4203B,ASC
DBR-2500006,BS005,BAUT CARTER
DBR-2500006,PB4203B,ASC
DBR-2500007,FR00030,OTHERS (WSC) 3 JAM
DBR-2500007,PB4203B,ASC
DBR-2500008,BRZ01,OTHERS 0.1 PC PC2 BP
DBR-2500008,BRZ02,OTHERS 0.2 PC PC2 BP
DBR-2500008,PB4203B,ASC
DBR-2500009,BR023F,GLASS WINDSHIELD W/O SEALER (R+/X) PC PC2 BP
DBR-2500009,PB4203B,ASC
DBR-2500010,BRZ07,OTHERS 0.7 PC PC2 BP
DBR-2500010,PB4203B,ASC
DBR-2500011,BRZ02,OTHERS 0.2
DBR-2500011,PB4203B,ASC
DBR-25010100012,BR001F,BUMPER FR (R) PC PC2 BP
DBR-25010100012,BR001R,BUMPER RR (R) PC PC2 BP
DBR-25010100012,PB4203B,ASC
DBR-25010100013,BR001F,BUMPER FR (R) PC PC2 BP
DBR-25010100013,BR001R,BUMPER RR (R) PC PC2 BP
DBR-25010100013,BRZ01,GARNISH PINTU BAGASI
DBR-25010100013,FR000002,OTHERS (WSC) 0.02 JAM
DBR-25010100013,FR00001,OTHERS (WSC) 0.1JAM
DBR-25010100013,FR00008,OTHERS (WSC) 0.8 JAM
DBR-25010100013,FR00020,OTHERS (WSC) 2 JAM
DBR-25010100013,FR00100,OTHERS (WSC) 10 JAM
DBR-25010100013,FR00500,OTHERS (WSC) 50 JAM
DBR-25010100013,PB4203B,ASC
DBR-25010100014,BRZ01,B/P DRAIN HOSE SUNROOF
DBR-25010100014,PB4203B,ASC
DBR-25010100015,BRZ07,OTHERS 0.7 PC PC2 BP
DBR-25010100015,PB4203B,ASC
DBR-25010100016,BRZ01,OTHERS 0.1 PC PC1 BP
DBR-25010100016,PB4203B,ASC
DBR-25010100017,BRZ01,DRAIN HOSE SUNROOF
DBR-25010100017,PB4203B,ASC
DBR-25010100018,BRZ01,DRAIN HOSE SUNROOF
DBR-25010100018,PB4203B,ASC
DBR-25010100019,BRZ07,PERBAIKAN DRAIN HOSE SUNROOF
DBR-25010100019,PB4203B,ASC
EBA-2500001,BR004FL,FENDER FR LH (R)
EBA-2500001,BR004FR,FENDER FR RH (R)
EBA-2500001,BR005FL,DOOR FR LH (R)
EBA-2500001,BR005FR,DOOR FR RH (R)
EBA-2500001,BR005RL,DOOR RR LH (R)
EBA-2500001,BR005RR,DOOR RR RH (R)
EBA-2500001,BR006L,PANEL QUARTER RR LH (R)
EBA-2500001,BR016L,SIDE SILL LH (R)
EBA-2500001,BR016R,SIDE SILL RH (R)
EBA-2500001,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500001,FR0000011,OTHERS (WSC) 0.002JAM
EBA-2500001,FR00010,OTHERS (WSC) 1 JAM
EBA-2500001,FR00040,OTHERS (WSC) 4 JAM
EBA-2500001,FR00200,OTHERS (WSC) 20 JAM
EBA-2500001,PB4203B,ASC
EBA-2500002,BR001R,BUMPER RR (R)
EBA-2500002,BR002,ENGINE HOOD (R)
EBA-2500002,BR006R,PANEL QUARTER RR RH (R)
EBA-2500002,BR013,DOOR BACK/TAIL GATE (R)
EBA-2500002,BR017JL,GARNISH BACK DOOR (R)
EBA-2500002,BRZ01,OTHERS 0.1
EBA-2500002,BX001F,BUMPER FR (R+/X)
EBA-2500002,FR00100,OTHERS (WSC) 10 JAM
EBA-2500002,PB4203B,ASC
EBA-2500003,BR002,ENGINE HOOD (R)
EBA-2500003,BR005FR,DOOR FR RH (R)
EBA-2500003,BR005RR,DOOR RR RH (R)
EBA-2500003,BR006R,PANEL QUARTER RR RH (R)
EBA-2500003,BRZ149,OTHERS 1.49
EBA-2500003,BX001F,BUMPER FR (R+/X)
EBA-2500003,BX004FR,FENDER FR RH (R+/X)
EBA-2500003,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500003,FR00020,OTHERS (WSC) 2 JAM
EBA-2500003,FR00070,OTHERS (WSC) 7 JAM
EBA-2500003,PB4203B,ASC
EBA-2500004,BR023F,GLASS WINDSHIELD W/O SEALER (R+/X)
EBA-2500004,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500004,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500004,PB4203B,ASC
EBA-2500005,BR005FR,DOOR FR RH (R)
EBA-2500005,BR024R,SIDE MIRROR ASSY RH (R)
EBA-2500005,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500005,FR00002,OTHERS (WSC) 0.2 JAM
EBA-2500005,FR00007,OTHERS (WSC) 0.7 JAM
EBA-2500005,PB4203B,ASC
EBA-2500006,BR004FL,FENDER FR LH (R)
EBA-2500006,BR005FL,DOOR FR LH (R)
EBA-2500006,BR005RL,DOOR RR LH (R)
EBA-2500006,BR006L,PANEL QUARTER RR LH (R)
EBA-2500006,BR016L,SIDE SILL LH (R)
EBA-2500006,FR0000011,OTHERS (WSC) 0.002JAM
EBA-2500006,PB4203B,ASC
EBA-2500007,BR004FR,FENDER FR RH (R)
EBA-2500007,BR005FR,DOOR FR RH (R)
EBA-2500007,BR005RR,DOOR RR RH (R)
EBA-2500007,BR006R,PANEL QUARTER RR RH (R)
EBA-2500007,BR016R,SIDE SILL RH (R)
EBA-2500007,FR0000011,OTHERS (WSC) 0.002JAM
EBA-2500007,PB4203B,ASC
EBA-2500008,BR013,DOOR BACK/TAIL GATE (R)
EBA-2500008,BR017JL,GARNISH BACK DOOR (R)
EBA-2500008,BX001R,BUMPER RR (R+/X)
EBA-2500008,FR00050,OTHERS (WSC) 5 JAM
EBA-2500008,FR00100,OTHERS (WSC) 10 JAM
EBA-2500008,PB4203B,ASC
EBA-2500009,BR001F,BUMPER FR (R)
EBA-2500009,BR002,ENGINE HOOD (R)
EBA-2500009,BRZ14,OTHERS 1.4
EBA-2500009,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500009,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500009,FR00004,OTHERS (WSC) 0.4 JAM
EBA-2500009,FR00020,OTHERS (WSC) 2 JAM
EBA-2500009,PB4203B,ASC
EBA-2500010,BR005RR,DOOR RR RH (R)
EBA-2500010,BR006R,PANEL QUARTER RR RH (R)
EBA-2500010,BRZ03,OTHERS 0.3
EBA-2500010,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500010,PB4203B,ASC
EBA-2500011,FR000006,OTHERS (WSC) 0.06 JAM
EBA-2500011,FR00002,OTHERS (WSC) 0.2 JAM
EBA-2500011,FR00300,OTHERS (WSC) 30 JAM
EBA-2500011,PB4203B,ASC
EBA-2500012,BRZ06,OTHERS 0.6
EBA-2500012,FR0000008,OTHERS (WSC) 0.008 JAM
EBA-2500012,PB4203B,ASC
EBA-2500013,BR001F,BUMPER FR (R)
EBA-2500013,BR006R,PANEL QUARTER RR RH (R)
EBA-2500013,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500013,PB4203B,ASC
EBA-2500014,BX001F,BUMPER FR (R+/X)
EBA-2500014,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500014,PB4203B,ASC
EBA-2500015,BX001R,BUMPER RR (R+/X)
EBA-2500015,FR00050,OTHERS (WSC) 5 JAM
EBA-2500015,FR00100,OTHERS (WSC) 10 JAM
EBA-2500015,PB4203B,ASC
EBA-2500016,BR006R,PANEL QUARTER RR RH (R)
EBA-2500016,BR017JL,GARNISH BACK DOOR (R)
EBA-2500016,BR022R,FLOOR RR (R)
EBA-2500016,BR061,ARM WIPER 1 PC (R)
EBA-2500016,BRZ02,OTHERS 0.2
EBA-2500016,BRZ07,OTHERS 0.7
EBA-2500016,BX001R,BUMPER RR (R+/X)
EBA-2500016,BX013,DOOR BACK/TAIL GATE (R+/X)
EBA-2500016,BX023TS,GLASS BACK DOOR / TAIL GATE W/SEALER (R+/X)
EBA-2500016,FR00010,OTHERS (WSC) 1 JAM
EBA-2500016,FR00040,OTHERS (WSC) 4 JAM
EBA-2500016,FR00050,OTHERS (WSC) 5 JAM
EBA-2500016,FR00060,OTHERS (WSC) 6 JAM
EBA-2500016,FR00080,OTHERS (WSC) 8 JAM
EBA-2500016,PB4203B,ASC
EBA-2500017,BR008,GATE RR BODY RR (PICK UP) (R)
EBA-2500017,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500017,PB4203B,ASC
EBA-2500018,BR001R,BUMPER RR (R)
EBA-2500018,BRZ02,OTHERS 0.2
EBA-2500018,BX013,DOOR BACK/TAIL GATE (R+/X)
EBA-2500018,FR00050,OTHERS (WSC) 5 JAM
EBA-2500018,FR00100,OTHERS (WSC) 10 JAM
EBA-2500018,PB4203B,ASC
EBA-2500019,BR004FL,FENDER FR LH (R)
EBA-2500019,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500019,PB4203B,ASC
EBA-2500020,BR023F,GLASS WINDSHIELD W/O SEALER (R+/X)
EBA-2500020,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500020,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500020,PB4203B,ASC
EBA-2500021,BR005RR,DOOR RR RH (R)
EBA-2500021,BR006R,PANEL QUARTER RR RH (R)
EBA-2500021,BRZ03,OTHERS 0.3
EBA-2500021,FR00009,OTHERS (WSC) 0.9 JAM
EBA-2500021,FR00100,OTHERS (WSC) 10 JAM
EBA-2500021,PB4203B,ASC
EBA-2500022,BR001R,BUMPER RR (R)
EBA-2500022,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500022,PB4203B,ASC
EBA-2500023,BR004FL,FENDER FR LH (R)
EBA-2500023,BR005FL,DOOR FR LH (R)
EBA-2500023,BR005RL,DOOR RR LH (R)
EBA-2500023,BRZ30,OTHERS 3.0
EBA-2500023,BX001F,BUMPER FR (R+/X)
EBA-2500023,FR000002,OTHERS (WSC) 0.02 JAM
EBA-2500023,FR00002,OTHERS (WSC) 0.2 JAM
EBA-2500023,PB4203B,ASC
EBA-2500024,BR001F,BUMPER FR (R)
EBA-2500024,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500024,PB4203B,ASC
EBA-2500025,BR006R,PANEL QUARTER RR RH (R)
EBA-2500025,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500025,FR000005,OTHERS (WSC) 0.05 JAM
EBA-2500025,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500025,FR00040,OTHERS (WSC) 4 JAM
EBA-2500025,PB4203B,ASC
EBA-2500026,BR005FL,DOOR FR LH (R)
EBA-2500026,BR005RL,DOOR RR LH (R)
EBA-2500026,BR006L,PANEL QUARTER RR LH (R)
EBA-2500026,BR016L,SIDE SILL LH (R)
EBA-2500026,FR00005,OTHERS (WSC) 0.5 JAM
EBA-2500026,FR00030,OTHERS (WSC) 3 JAM
EBA-2500026,FR00100,OTHERS (WSC) 10 JAM
EBA-2500026,PB4203B,ASC
EBA-2500027,BR001R,BUMPER RR (R)
EBA-2500027,BR006R,PANEL QUARTER RR RH (R)
EBA-2500027,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500027,PB4203B,ASC
EBA-2500028,BRZ05,OTHERS 0.5
EBA-2500028,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500028,FR00004,OTHERS (WSC) 0.4 JAM
EBA-2500028,FR00040,OTHERS (WSC) 4 JAM
EBA-2500028,PB4203B,ASC
EBA-2500029,BR005RR,DOOR RR RH (R)
EBA-2500029,BRZ05,OTHERS 0.5
EBA-2500029,FR0000008,OTHERS (WSC) 0.008 JAM
EBA-2500029,FR000002,OTHERS (WSC) 0.02 JAM
EBA-2500029,FR00001,OTHERS (WSC) 0.1JAM
EBA-2500029,FR00006,OTHERS (WSC) 0.6 JAM
EBA-2500029,PB4203B,ASC
EBA-2500030,BR001F,BUMPER FR (R)
EBA-2500030,BRZ01,OTHERS 0.1
EBA-2500030,FR0000003,OTHERS (WSC) 0.003 JAM
EBA-2500030,FR0000008,OTHERS (WSC) 0.008 JAM
EBA-2500030,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500030,PB4203B,ASC
EBA-2500031,BR016L,SIDE SILL LH (R)
EBA-2500031,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500031,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500031,FR00006,OTHERS (WSC) 0.6 JAM
EBA-2500031,FR00060,OTHERS (WSC) 6 JAM
EBA-2500031,FR00200,OTHERS (WSC) 20 JAM
EBA-2500031,PB4203B,ASC
EBA-2500032,BR001F,BUMPER FR (R)
EBA-2500032,BR004FL,FENDER FR LH (R)
EBA-2500032,BX024L,SIDE MIRROR ASSY LH (R+/x)
EBA-2500032,PB4203B,ASC
EBA-2500033,BR001F,BUMPER FR (R)
EBA-2500033,FR00050,OTHERS (WSC) 5 JAM
EBA-2500033,FR00100,OTHERS (WSC) 10 JAM
EBA-2500033,PB4203B,ASC
EBA-2500034,BR001R,BUMPER RR (R)
EBA-2500034,BR013,DOOR BACK/TAIL GATE (R)
EBA-2500034,BRZ06,OTHERS 0.6
EBA-2500034,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500034,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500034,FR00070,OTHERS (WSC) 7 JAM
EBA-2500034,PB4203B,ASC
EBA-2500035,BR001F,BUMPER FR (R)
EBA-2500035,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500035,PB4203B,ASC
EBA-2500036,BR001F,BUMPER FR (R)
EBA-2500036,BR004FL,FENDER FR LH (R)
EBA-2500036,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500036,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500036,PB4203B,ASC
EBA-2500037,BR001R,BUMPER RR (R)
EBA-2500037,BR005RR,DOOR RR RH (R)
EBA-2500037,BR006R,PANEL QUARTER RR RH (R)
EBA-2500037,BR017NR,GARNISH SIDE SILL RH (R)
EBA-2500037,PB4203B,ASC
EBA-2500038,BR002,ENGINE HOOD (R)
EBA-2500038,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500038,PB4203B,ASC
EBA-2500039,BR005FL,DOOR FR LH (R)
EBA-2500039,BR005RL,DOOR RR LH (R)
EBA-2500039,BR014L,PILLAR FR LH (R)
EBA-2500039,BR016L,SIDE SILL LH (R)
EBA-2500039,BRZ02,OTHERS 0.2
EBA-2500039,FR00010,OTHERS (WSC) 1 JAM
EBA-2500039,FR00040,OTHERS (WSC) 4 JAM
EBA-2500039,FR00100,OTHERS (WSC) 10 JAM
EBA-2500039,PB4203B,ASC
EBA-2500040,BR001FC,COVER FR BUMPER (R)
EBA-2500040,BR002,ENGINE HOOD (R)
EBA-2500040,BR004FL,FENDER FR LH (R)
EBA-2500040,BR004FR,FENDER FR RH (R)
EBA-2500040,BR005FR,DOOR FR RH (R)
EBA-2500040,BR005RR,DOOR RR RH (R)
EBA-2500040,BR018,SUPPORT HEAD LAMP (R)
EBA-2500040,BR020FR,FENDER SHIELD FR RH (R)
EBA-2500040,BR023FS,GLASS WINDSHIELD W/ SEALER (R+/X)
EBA-2500040,BR044R,PILLAR UPR RH (R)
EBA-2500040,BRZ90,OTHERS 9.0
EBA-2500040,BX001F,BUMPER FR (R+/X)
EBA-2500040,FR00001,OTHERS (WSC) 0.1JAM
EBA-2500040,FR00050,OTHERS (WSC) 5 JAM
EBA-2500040,PB4203B,ASC
EBA-2500041,BR004FR,FENDER FR RH (R)
EBA-2500041,BR005FR,DOOR FR RH (R)
EBA-2500041,BR005RR,DOOR RR RH (R)
EBA-2500041,BR015XR,PILLAR RR RH (R)
EBA-2500041,BR016R,SIDE SILL RH (R)
EBA-2500041,BRZ01,OTHERS 0.1
EBA-2500041,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500041,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500041,FR00040,OTHERS (WSC) 4 JAM
EBA-2500041,PB4203B,ASC
EBA-2500042,BX001F,BUMPER FR (R+/X)
EBA-2500042,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500042,FR000003,OTHERS (WSC) 0.03 JAM
EBA-2500042,FR00005,OTHERS (WSC) 0.5 JAM
EBA-2500042,FR00010,OTHERS (WSC) 1 JAM
EBA-2500042,FR00200,OTHERS (WSC) 20 JAM
EBA-2500042,PB4203B,ASC
EBA-2500043,BR023FS,GLASS WINDSHIELD W/ SEALER (R+/X)
EBA-2500043,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500043,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500043,PB4203B,ASC
EBA-2500044,BR001R,BUMPER RR (R)
EBA-2500044,BR023RS,GLASS RR WINDOW W/ SEALER (R+/X)
EBA-2500044,BX013,DOOR BACK/TAIL GATE (R+/X)
EBA-2500044,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500044,PB4203B,ASC
EBA-2500045,BR001R,BUMPER RR (R)
EBA-2500045,BR002,ENGINE HOOD (R)
EBA-2500045,BR007L,GATE RR BODY LH (PICK UP ) (R)
EBA-2500045,BR007R,GATE RR BODY RH (PICK UP) (R)
EBA-2500045,BRZ40,OTHERS 4.0
EBA-2500045,BX004FL,FENDER FR LH (R+/X)
EBA-2500045,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500045,FR000009,OTHERS (WSC) 0.09 JAM
EBA-2500045,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500045,FR00090,OTHERS (WSC) 9 JAM
EBA-2500045,PB4203B,ASC
EBA-2500046,BX001F,BUMPER FR (R+/X)
EBA-2500046,BX005RL,DOOR RR LH (R+/X)
EBA-2500046,BX006L,PANEL QUARTER RR LH (R+/X)
EBA-2500046,FR00005,OTHERS (WSC) 0.5 JAM
EBA-2500046,FR00020,OTHERS (WSC) 2 JAM
EBA-2500046,FR00500,OTHERS (WSC) 50 JAM
EBA-2500046,PB4203B,ASC
EBA-2500047,BR001F,BUMPER FR (R)
EBA-2500047,FR000002,OTHERS (WSC) 0.02 JAM
EBA-2500047,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500047,FR00200,OTHERS (WSC) 20 JAM
EBA-2500047,PB4203B,ASC
EBA-2500048,BR005RL,DOOR RR LH (R)
EBA-2500048,BR006L,PANEL QUARTER RR LH (R)
EBA-2500048,BR013,DOOR BACK/TAIL GATE (R)
EBA-2500048,BR018,SUPPORT HEAD LAMP (R)
EBA-2500048,BRZ19,OTHERS 1.9
EBA-2500048,BX001F,BUMPER FR (R+/X)
EBA-2500048,BX001R,BUMPER RR (R+/X)
EBA-2500048,FR00008,OTHERS (WSC) 0.8 JAM
EBA-2500048,PB4203B,ASC
EBA-2500049,BR001F,BUMPER FR (R)
EBA-2500049,BR001R,BUMPER RR (R)
EBA-2500049,BR004FL,FENDER FR LH (R)
EBA-2500049,BR006L,PANEL QUARTER RR LH (R)
EBA-2500049,BRZ17,OTHERS 1.7
EBA-2500049,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500049,FR00100,OTHERS (WSC) 10 JAM
EBA-2500049,PB4203B,ASC
EBA-2500050,BR001R,BUMPER RR (R)
EBA-2500050,BR002,ENGINE HOOD (R)
EBA-2500050,BR004FR,FENDER FR RH (R)
EBA-2500050,BR006R,PANEL QUARTER RR RH (R)
EBA-2500050,BR013,DOOR BACK/TAIL GATE (R)
EBA-2500050,BR017JL,GARNISH BACK DOOR (R)
EBA-2500050,BRZ07,OTHERS 0.7
EBA-2500050,BX001F,BUMPER FR (R+/X)
EBA-2500050,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500050,FR000009,OTHERS (WSC) 0.09 JAM
EBA-2500050,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500050,FR00020,OTHERS (WSC) 2 JAM
EBA-2500050,PB4203B,ASC
EBA-2500051,BR001F,BUMPER FR (R)
EBA-2500051,BR004FR,FENDER FR RH (R)
EBA-2500051,BR005FR,DOOR FR RH (R)
EBA-2500051,BR005RR,DOOR RR RH (R)
EBA-2500051,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500051,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500051,PB4203B,ASC
EBA-2500052,BR005FL,DOOR FR LH (R)
EBA-2500052,BR005RL,DOOR RR LH (R)
EBA-2500052,BRZ04,OTHERS 0.4
EBA-2500052,BRZ08,OTHERS 0.8
EBA-2500052,FR0000008,OTHERS (WSC) 0.008 JAM
EBA-2500052,FR00005,OTHERS (WSC) 0.5 JAM
EBA-2500052,PB4203B,ASC
EBA-2500053,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500053,FR000006,OTHERS (WSC) 0.06 JAM
EBA-2500053,FR00009,OTHERS (WSC) 0.9 JAM
EBA-2500053,FR00060,OTHERS (WSC) 6 JAM
EBA-2500053,PB4203B,ASC
EBA-2500054,BX024R,SIDE MIRROR ASSY RH (R+/X)
EBA-2500054,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500054,PB4203B,ASC
EBA-2500055,BR005FR,DOOR FR RH (R)
EBA-2500055,BR005RR,DOOR RR RH (R)
EBA-2500055,BR006R,PANEL QUARTER RR RH (R)
EBA-2500055,BR016R,SIDE SILL RH (R)
EBA-2500055,BX024R,SIDE MIRROR ASSY RH (R+/X)
EBA-2500055,FR00050,OTHERS (WSC) 5 JAM
EBA-2500055,FR00100,OTHERS (WSC) 10 JAM
EBA-2500055,PB4203B,ASC
EBA-2500056,BR004FR,FENDER FR RH (R)
EBA-2500056,BR005FR,DOOR FR RH (R)
EBA-2500056,BRZ05,OTHERS 0.5
EBA-2500056,BX001F,BUMPER FR (R+/X)
EBA-2500056,FR000004,OTHERS (WSC) 0.04 JAM
EBA-2500056,FR00002,OTHERS (WSC) 0.2 JAM
EBA-2500056,PB4203B,ASC
EBA-2500057,BR006L,PANEL QUARTER RR LH (R)
EBA-2500057,BR013,DOOR BACK/TAIL GATE (R)
EBA-2500057,BR017JL,GARNISH BACK DOOR (R)
EBA-2500057,BR022R,FLOOR RR (R)
EBA-2500057,BR023RS,GLASS RR WINDOW W/ SEALER (R+/X)
EBA-2500057,BX001R,BUMPER RR (R+/X)
EBA-2500057,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500057,FR000003,OTHERS (WSC) 0.03 JAM
EBA-2500057,FR00005,OTHERS (WSC) 0.5 JAM
EBA-2500057,FR00040,OTHERS (WSC) 4 JAM
EBA-2500057,FR00400,OTHERS (WSC) 40 JAM
EBA-2500057,PB4203B,ASC
EBA-2500058,BX001F,BUMPER FR (R+/X)
EBA-2500058,FR00050,OTHERS (WSC) 5 JAM
EBA-2500058,FR00100,OTHERS (WSC) 10 JAM
EBA-2500058,PB4203B,ASC
EBA-2500059,BR001R,BUMPER RR (R)
EBA-2500059,BR002,ENGINE HOOD (R)
EBA-2500059,BR004FL,FENDER FR LH (R)
EBA-2500059,BR004FR,FENDER FR RH (R)
EBA-2500059,BR005FL,DOOR FR LH (R)
EBA-2500059,BR005FR,DOOR FR RH (R)
EBA-2500059,BR005RL,DOOR RR LH (R)
EBA-2500059,BR005RR,DOOR RR RH (R)
EBA-2500059,BR006L,PANEL QUARTER RR LH (R)
EBA-2500059,BR006R,PANEL QUARTER RR RH (R)
EBA-2500059,BR016R,SIDE SILL RH (R)
EBA-2500059,BR023F,GLASS WINDSHIELD W/O SEALER (R+/X)
EBA-2500059,BX001F,BUMPER FR (R+/X)
EBA-2500059,BX041B,REAR GARNISH (REFINISH/INST)
EBA-2500059,FR00020,OTHERS (WSC) 2 JAM
EBA-2500059,PB4203B,ASC
EBA-2500060,BR006L,PANEL QUARTER RR LH (R)
EBA-2500060,BR013,DOOR BACK/TAIL GATE (R)
EBA-2500060,BR017JL,GARNISH BACK DOOR (R)
EBA-2500060,BR022R,FLOOR RR (R)
EBA-2500060,BRZ01,OTHERS 0.1
EBA-2500060,BX001R,BUMPER RR (R+/X)
EBA-2500060,BX041B,REAR GARNISH (REFINISH/INST)
EBA-2500060,FR000006,OTHERS (WSC) 0.06 JAM
EBA-2500060,FR00100,OTHERS (WSC) 10 JAM
EBA-2500060,PB4203B,ASC
EBA-2500061,BR006L,PANEL QUARTER RR LH (R)
EBA-2500061,BX001F,BUMPER FR (R+/X)
EBA-2500061,BX001R,BUMPER RR (R+/X)
EBA-2500061,FR00300,OTHERS (WSC) 30 JAM
EBA-2500061,PB4203B,ASC
EBA-2500062,BR005FR,DOOR FR RH (R)
EBA-2500062,BR005RR,DOOR RR RH (R)
EBA-2500062,BR006R,PANEL QUARTER RR RH (R)
EBA-2500062,BX001F,BUMPER FR (R+/X)
EBA-2500062,BX004FR,FENDER FR RH (R+/X)
EBA-2500062,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500062,FR00040,OTHERS (WSC) 4 JAM
EBA-2500062,FR00400,OTHERS (WSC) 40 JAM
EBA-2500062,FR00500,OTHERS (WSC) 50 JAM
EBA-2500062,PB4203B,ASC
EBA-2500063,BR001F,BUMPER FR (R)
EBA-2500063,FR00040,OTHERS (WSC) 4 JAM
EBA-2500063,PB4203B,ASC
EBA-2500064,BR001F,BUMPER FR (R)
EBA-2500064,BR005RL,DOOR RR LH (R)
EBA-2500064,BR006L,PANEL QUARTER RR LH (R)
EBA-2500064,BR016L,SIDE SILL LH (R)
EBA-2500064,FR00020,OTHERS (WSC) 2 JAM
EBA-2500064,FR00060,OTHERS (WSC) 6 JAM
EBA-2500064,PB4203B,ASC
EBA-2500065,BR001R,BUMPER RR (R)
EBA-2500065,BR006L,PANEL QUARTER RR LH (R)
EBA-2500065,BR016R,SIDE SILL RH (R)
EBA-2500065,FR00050,OTHERS (WSC) 5 JAM
EBA-2500065,FR00100,OTHERS (WSC) 10 JAM
EBA-2500065,PB4203B,ASC
EBA-2500066,BR001R,BUMPER RR (R)
EBA-2500066,BR006L,PANEL QUARTER RR LH (R)
EBA-2500066,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500066,PB4203B,ASC
EBA-2500067,BR001F,BUMPER FR (R)
EBA-2500067,BR001R,BUMPER RR (R)
EBA-2500067,BR006R,PANEL QUARTER RR RH (R)
EBA-2500067,FR00001,OTHERS (WSC) 0.1JAM
EBA-2500067,FR00070,OTHERS (WSC) 7 JAM
EBA-2500067,FR00500,OTHERS (WSC) 50 JAM
EBA-2500067,PB4203B,ASC
EBA-2500068,BR004FL,FENDER FR LH (R)
EBA-2500068,BR005FL,DOOR FR LH (R)
EBA-2500068,BR005RL,DOOR RR LH (R)
EBA-2500068,BR006L,PANEL QUARTER RR LH (R)
EBA-2500068,BRZ02,OTHERS 0.2
